Student_ID,Age,Gender,Study_Hours,Screen_Time_Hours,Social_Media_Hours,Sleep_Hours,Productivity_Score,Cognitive_Test_Score,Stress_Level,Device_Type,Screen_Time_Category,Social_Media_Category
1488,18.0,Female,3.58,4.49,2.94,7.66,88.40113941018767,95.0,Medium,Mobile,Medium,Medium
1489,18.0,Male,4.85,6.06,3.54,6.5,88.0,94.0,Medium,Mobile,High,Medium
1490,22.0,Male,5.44,2.55,1.16,8.76,100.0,100.0,Low,Tablet,Low,Low
1491,20.0,Male,5.14,6.04,2.74,5.91,95.0,93.0,Medium,Laptop,High,Medium
1492,24.0,Male,3.45,9.39,6.22,6.25,68.0,79.0,High,Tablet,High,High
1493,20.0,Female,4.0,6.3,3.92,7.71,83.0,96.0,Medium,Laptop,High,Medium
1494,21.0,Male,4.59,5.41,3.23,6.54,89.0,94.0,Medium,Mobile,Medium,Medium
1495,23.0,Male,4.91,4.76,2.49,7.5,98.0,92.0,Medium,Mobile,Medium,Medium
1496,24.0,Female,3.59,7.8,3.73,7.07,75.0,90.0,High,Tablet,High,Medium
1497,24.0,Male,4.75,4.35,3.02,6.64,100.0,97.0,Medium,Laptop,Medium,Medium
1498,22.0,Male,2.91,9.69,6.19,6.2,65.0,78.0,High,Tablet,High,High
1499,22.0,Female,4.37,9.87,4.84,6.1,75.0,77.0,High,Mobile,High,Medium
1500,21.0,Male,4.58,6.51,4.26,6.46,79.0,90.0,Medium,Mobile,High,Medium
1501,22.0,Female,7.21,5.98,3.75,8.85,100.0,92.0,Medium,Mobile,Medium,Medium
1502,20.0,Female,4.07,8.06,3.94,5.98,71.0,80.0,High,Mobile,High,Medium
1503,19.0,Male,3.18,8.19,4.32,7.37,79.0,81.0,High,Mobile,High,Medium
1504,20.0,Female,8.19,4.39,2.0,7.01,100.0,96.0,Medium,Mobile,Medium,Low
1505,20.0,Male,5.31,4.95,2.14,6.34,95.0,95.0,Medium,Laptop,Medium,Medium
1506,20.0,Male,6.48,3.36,2.07,7.61,100.0,100.0,Low,Mobile,Medium,Medium
1507,22.0,Female,4.96,6.82,3.28,7.36,88.0,88.0,Medium,Mobile,High,Medium
1508,22.0,Female,4.85,7.33,4.74,7.47,89.0,89.0,High,Laptop,High,Medium
1509,21.0,Male,5.95,3.3,2.31,8.79,100.0,100.0,Low,Mobile,Medium,Medium
1510,23.0,Female,3.45,5.09,2.15,9.0,88.0,100.0,Medium,Mobile,Medium,Medium
1511,19.0,Female,5.75,3.31,1.79,7.74,100.0,100.0,Low,Mobile,Medium,Low
1512,20.0,Female,3.45,4.2,2.69,6.83,97.0,95.0,Medium,Laptop,Medium,Medium
1513,19.0,Male,3.96,7.1,4.52,7.14,90.0,94.0,High,Mobile,High,Medium
1514,18.0,Male,4.07,4.53,2.84,7.08,97.0,94.0,Medium,Tablet,Medium,Medium
1515,20.0,Male,5.11,5.4,2.73,7.86,87.0,92.0,Medium,Mobile,Medium,Medium
1516,20.0,Female,5.88,2.75,1.47,6.61,100.0,100.0,Low,Mobile,Low,Low
1517,23.0,Male,4.97,6.37,3.68,8.82,93.0,86.0,Medium,Mobile,High,Medium
1518,21.0,Female,4.87,5.91,4.09,7.7,90.0,93.0,Medium,Mobile,Medium,Medium
1519,19.0,Male,4.21,4.54,2.26,5.94,96.0,100.0,Medium,Mobile,Medium,Medium
1520,23.0,Male,4.3,5.62,3.8,6.51,79.0,92.0,Medium,Laptop,Medium,Medium
1521,22.0,Male,5.5,6.36,3.06,7.58,92.0,91.0,Medium,Mobile,High,Medium
1522,21.0,Female,6.27,4.37,3.04,8.27,100.0,97.0,Medium,Laptop,Medium,Medium
1523,20.0,Male,4.01,3.05,1.83,6.57,95.0,100.0,Low,Laptop,Medium,Low
1524,19.0,Female,1.58,9.61,5.18,6.85,62.0,84.0,High,Laptop,High,High
1525,20.0,Male,4.01,4.73,2.76,5.7,92.0,97.0,Medium,Mobile,Medium,Medium
1526,22.0,Male,5.81,5.81,2.8,6.97,95.0,94.0,Medium,Tablet,Medium,Medium
1527,23.0,Male,5.35,8.02,3.87,7.49,74.0,88.0,High,Mobile,High,Medium
1528,23.0,Male,1.27,13.06,5.67,5.15,52.0,71.0,Very High,Mobile,High,High
1529,20.0,Male,5.62,3.51,1.52,6.29,100.0,100.0,Low,Laptop,Medium,Low
1530,19.0,Male,6.43,6.9,3.48,6.94,95.0,86.0,Medium,Mobile,High,Medium
1531,21.0,Male,5.42,4.58,2.88,6.8,100.0,88.0,Medium,Laptop,Medium,Medium
1532,18.0,Male,6.53,4.92,2.87,7.72,96.0,93.0,Medium,Mobile,Medium,Medium
1533,21.0,Female,6.13,4.56,1.96,6.58,100.0,89.0,Medium,Mobile,Medium,Low
1534,20.0,Female,4.08,3.75,2.46,6.83,97.0,94.0,Low,Mobile,Medium,Medium
1535,20.0,Male,4.3,5.92,3.44,5.4,90.0,85.0,Medium,Mobile,Medium,Medium
1536,18.0,Female,5.43,3.05,2.1,7.73,93.0,100.0,Low,Mobile,Medium,Medium
1537,21.0,Female,4.06,7.89,4.74,6.49,90.0,84.0,High,Mobile,High,Medium
1538,20.0,Male,5.57,6.11,2.77,6.03,97.0,90.0,Medium,Laptop,High,Medium
1539,19.0,Female,4.74,6.84,3.71,6.99,88.0,89.0,Medium,Laptop,High,Medium
1540,18.0,Female,1.26,5.07,3.01,8.01,84.0,96.0,Medium,Laptop,Medium,Medium
1541,20.0,Male,3.14,5.27,2.15,6.97,91.0,90.0,Medium,Laptop,Medium,Medium
1542,23.0,Male,1.7,6.58,2.66,7.1,79.0,88.0,Medium,Mobile,High,Medium
1543,23.0,Female,5.41,3.67,1.61,7.68,100.0,100.0,Low,Laptop,Medium,Low
1544,20.0,Female,5.0,5.28,2.51,6.18,92.0,91.0,Medium,Mobile,Medium,Medium
1545,20.0,Male,5.36,4.28,2.26,8.99,100.0,98.0,Medium,Mobile,Medium,Medium
1546,21.0,Male,3.88,4.22,2.31,6.98,95.0,94.0,Medium,Laptop,Medium,Medium
1547,19.0,Male,6.57,1.78,0.79,8.37,100.0,100.0,Low,Mobile,Low,Low
1548,21.0,Female,4.56,5.93,5.23,7.08,74.0,87.0,High,Laptop,Medium,High
1549,22.0,Female,3.4,4.63,2.68,7.16,83.0,91.0,Medium,Mobile,Medium,Medium
1550,22.0,Female,2.04,8.33,4.07,7.02,74.0,84.0,High,Mobile,High,Medium
1551,20.0,Male,3.86,8.14,3.29,6.77,72.0,86.0,High,Mobile,High,Medium
1552,20.0,Female,7.42,3.43,1.45,6.38,100.0,99.0,Low,Mobile,Medium,Low
1553,19.0,Female,7.19,3.82,1.98,7.17,100.0,99.0,Low,Laptop,Medium,Low
1554,19.0,Male,3.64,11.12,4.96,5.49,58.0,70.0,Very High,Tablet,High,Medium
1555,20.0,Male,2.57,9.5,4.87,5.93,67.0,83.0,High,Mobile,High,Medium
1556,21.0,Female,5.58,5.94,3.5,5.97,93.0,89.0,Medium,Mobile,Medium,Medium
1557,22.0,Female,3.8,6.51,3.67,7.8,82.0,90.0,Medium,Mobile,High,Medium
1558,19.0,Male,3.96,4.74,2.22,8.53,92.0,96.0,Medium,Laptop,Medium,Medium
1559,23.0,Female,1.67,6.86,3.45,7.61,78.0,89.0,Medium,Mobile,High,Medium
1560,20.0,Male,5.05,4.57,2.67,8.3,100.0,96.0,Medium,Tablet,Medium,Medium
1561,20.0,Female,4.96,1.94,1.28,7.54,100.0,100.0,Low,Laptop,Low,Low
1562,19.0,Female,5.41,3.36,2.1,7.02,100.0,100.0,Low,Laptop,Medium,Medium
1563,18.0,Male,1.73,6.04,3.42,6.37,82.0,80.0,Medium,Mobile,High,Medium
1564,22.0,Female,5.38,3.74,1.9,7.97,97.0,100.0,Low,Laptop,Medium,Low
1565,22.0,Female,1.62,5.87,2.99,7.21,79.0,93.0,Medium,Laptop,Medium,Medium
1566,20.0,Male,6.45,3.85,2.56,7.37,100.0,95.0,Low,Laptop,Medium,Medium
1567,21.0,Female,5.59,4.44,1.83,8.35,100.0,92.0,Medium,Laptop,Medium,Low
1568,21.0,Male,3.65,7.71,5.37,6.98,81.0,88.0,High,Mobile,High,High
1569,18.0,Male,5.03,6.49,3.89,6.23,92.0,92.0,Medium,Laptop,High,Medium
1570,20.0,Male,3.33,5.98,3.61,6.46,84.0,95.0,Medium,Tablet,Medium,Medium
1571,22.0,Male,4.06,7.76,3.19,7.19,85.0,80.0,High,Tablet,High,Medium
1572,19.0,Female,5.17,6.96,4.05,7.64,91.0,94.0,Medium,Laptop,High,Medium
1573,21.0,Male,0.5,8.89,4.85,6.86,61.0,82.0,High,Mobile,High,Medium
1574,18.0,Female,4.24,5.08,2.19,8.7,92.0,100.0,Medium,Mobile,Medium,Medium
1575,21.0,Female,4.73,5.14,2.48,8.48,97.0,100.0,Medium,Laptop,Medium,Medium
1576,20.0,Male,5.04,3.4,2.27,7.87,100.0,100.0,Low,Mobile,Medium,Medium
1577,18.0,Female,6.51,5.14,2.9,6.5,92.0,96.0,Medium,Mobile,Medium,Medium
1578,22.0,Male,2.57,7.93,4.16,5.57,75.0,85.0,High,Mobile,High,Medium
1579,19.0,Male,2.97,8.6,3.63,6.17,72.0,74.0,High,Laptop,High,Medium
1580,19.0,Male,1.62,7.92,4.86,7.22,77.0,84.0,High,Mobile,High,Medium
1581,21.0,Male,7.39,2.41,1.47,9.0,100.0,100.0,Low,Mobile,Low,Low
1582,22.0,Male,3.55,8.17,4.77,6.9,66.0,81.0,High,Mobile,High,Medium
1583,19.0,Female,5.08,2.32,1.28,8.67,100.0,100.0,Low,Laptop,Low,Low
1584,21.0,Male,3.9,5.93,4.14,6.44,86.0,86.0,High,Tablet,Medium,Medium
1585,21.0,Male,5.49,5.26,3.04,7.65,95.0,94.0,Medium,Mobile,Medium,Medium
1586,22.0,Female,4.49,7.41,3.48,7.38,79.0,87.0,High,Mobile,High,Medium
1587,21.0,Female,8.48,3.34,2.28,5.95,100.0,99.0,Low,Laptop,Medium,Medium
1588,20.0,Female,4.34,8.34,4.81,6.2,85.0,82.0,High,Laptop,High,Medium
1589,19.0,Male,4.82,3.07,1.51,8.35,100.0,100.0,Low,Laptop,Medium,Low
1590,21.0,Female,4.23,4.66,2.49,7.49,91.0,97.0,Medium,Laptop,Medium,Medium
1591,19.0,Female,4.63,4.0,2.57,6.44,100.0,97.0,Medium,Laptop,Medium,Medium
1592,18.0,Female,3.75,2.49,1.12,5.76,98.0,100.0,Low,Mobile,Low,Low
1593,21.0,Female,4.49,6.19,3.02,6.67,83.0,99.0,Medium,Mobile,High,Medium
1594,22.0,Male,4.36,9.61,5.8,6.22,73.0,82.0,High,Laptop,High,High
1595,18.0,Male,2.16,11.33,5.6,5.23,61.0,64.0,Very High,Laptop,High,High
1596,19.0,Male,3.47,6.19,3.95,7.08,82.0,92.0,Medium,Mobile,High,Medium
1597,21.0,Male,5.65,8.23,3.61,6.96,88.0,81.0,High,Tablet,High,Medium
1598,24.0,Female,2.65,6.46,4.06,7.44,87.0,99.0,Medium,Laptop,High,Medium
1599,21.0,Male,1.72,7.0,2.94,4.92,78.0,88.0,High,Laptop,High,Medium
1600,19.0,Female,3.32,5.32,2.15,6.08,91.0,97.0,Medium,Mobile,Medium,Medium
1601,20.0,Female,2.53,5.93,4.28,6.68,86.0,90.0,Medium,Mobile,Medium,Medium
1602,23.0,Male,4.64,7.07,4.06,7.24,76.0,79.0,High,Laptop,High,Medium
1603,20.0,Male,4.42,4.84,2.45,7.62,83.0,94.0,Medium,Mobile,Medium,Medium
1604,19.0,Female,4.28,5.85,2.75,7.41,91.0,85.0,Medium,Mobile,Medium,Medium
1605,20.0,Female,5.92,5.88,3.44,6.72,94.0,92.0,Medium,Tablet,Medium,Medium
1606,19.0,Male,3.18,7.65,4.23,6.41,80.0,79.0,High,Laptop,High,Medium
1607,21.0,Male,6.07,3.87,2.7,6.84,97.0,89.0,Low,Mobile,Medium,Medium
1608,23.0,Female,6.34,5.9,4.1,7.63,89.0,93.0,Medium,Laptop,Medium,Medium
1609,21.0,Female,2.81,9.82,5.8,5.5,78.0,79.0,High,Mobile,High,High
1610,20.0,Male,4.69,8.33,4.44,7.21,78.0,90.0,High,Mobile,High,Medium
1611,20.0,Female,3.4,8.7,4.76,6.63,82.0,83.0,High,Laptop,High,Medium
1612,18.0,Male,5.59,6.05,3.66,6.95,84.0,90.0,Medium,Laptop,High,Medium
1613,22.0,Male,2.42,6.64,2.86,6.35,78.0,80.0,Medium,Mobile,High,Medium
1614,20.0,Male,1.93,8.0,3.99,5.52,78.0,87.0,High,Mobile,High,Medium
1615,20.0,Male,3.09,9.12,3.85,5.86,74.0,79.0,High,Mobile,High,Medium
1616,25.0,Male,4.6,2.1,0.89,7.52,100.0,100.0,Low,Tablet,Low,Low
1617,21.0,Male,4.67,3.37,1.55,5.63,98.0,98.0,Low,Laptop,Medium,Low
1618,19.0,Male,3.45,8.62,4.7,6.32,71.0,81.0,High,Mobile,High,Medium
1619,20.0,Male,5.53,5.45,3.46,7.85,100.0,92.0,Medium,Mobile,Medium,Medium
1620,22.0,Male,4.41,4.66,2.54,7.72,85.0,94.0,Medium,Mobile,Medium,Medium
1621,21.0,Female,4.26,3.49,1.75,7.11,91.0,97.0,Low,Laptop,Medium,Low
1622,18.0,Male,4.41,4.89,2.08,7.26,98.0,93.0,Medium,Laptop,Medium,Medium
1623,22.0,Male,4.42,3.2,1.81,7.12,100.0,99.0,Low,Mobile,Medium,Low
1624,19.0,Female,2.13,10.18,4.9,6.28,88.40113941018767,81.0,Very High,Tablet,High,Medium
1625,23.0,Female,2.58,5.96,3.48,8.24,78.0,100.0,Medium,Mobile,Medium,Medium
1626,22.0,Male,4.62,5.88,4.08,7.8,92.0,95.0,Medium,Mobile,Medium,Medium
1627,20.0,Female,3.46,7.18,3.11,7.18,78.0,88.0,High,Mobile,High,Medium
1628,22.0,Female,5.08,7.92,3.67,6.22,69.0,79.0,High,Mobile,High,Medium
1629,21.0,Female,2.2,7.89,4.28,7.22,75.0,86.0,High,Tablet,High,Medium
1630,22.0,Male,3.2,8.15,5.63,5.22,80.0,82.0,High,Laptop,High,High
1631,21.0,Female,7.05,4.74,2.99,7.05,100.0,93.0,Medium,Mobile,Medium,Medium
1632,19.0,Male,3.55,5.4,3.62,7.59,88.0,95.0,Medium,Mobile,Medium,Medium
1633,20.0,Female,3.75,7.54,3.77,7.28,84.0,84.0,High,Mobile,High,Medium
1634,22.0,Female,3.36,4.95,3.45,7.75,88.0,88.0,Medium,Mobile,Medium,Medium
1635,20.0,Male,2.88,5.99,2.58,7.24,91.0,83.0,Medium,Laptop,Medium,Medium
1636,20.0,Female,6.12,6.8,2.83,6.68,94.0,88.0,Medium,Laptop,High,Medium
1637,19.0,Male,4.23,7.57,4.97,7.12,79.0,85.0,High,Mobile,High,Medium
1638,21.0,Female,5.73,2.44,1.65,6.95,100.0,95.0,Low,Mobile,Low,Low
1639,24.0,Male,2.04,7.43,3.17,6.04,72.0,85.0,High,Mobile,High,Medium
1640,19.0,Male,5.07,5.53,2.4,7.14,100.0,90.0,Medium,Tablet,Medium,Medium
1641,21.0,Male,5.47,7.41,3.04,6.86,95.0,91.0,High,Mobile,High,Medium
1642,23.0,Female,5.41,7.55,3.26,5.23,89.0,84.0,High,Mobile,High,Medium
1643,20.0,Male,4.34,9.22,4.27,6.72,75.0,76.0,High,Mobile,High,Medium
1644,21.0,Male,2.33,8.71,6.02,7.08,66.0,86.0,High,Mobile,High,High
1645,19.0,Male,4.07,8.69,5.22,6.4,77.0,82.0,High,Mobile,High,High
1646,21.0,Female,4.43,8.89,5.63,8.32,79.0,91.0,High,Laptop,High,High
1647,20.0,Female,2.17,6.58,4.16,6.34,77.0,80.0,Medium,Tablet,High,Medium
1648,22.0,Male,3.14,6.06,3.4,6.7,90.0,85.0,Medium,Mobile,High,Medium
1649,22.0,Male,5.04,7.75,4.95,6.33,83.0,84.0,High,Mobile,High,Medium
1650,24.0,Male,5.11,7.46,4.32,6.65,91.0,84.0,High,Laptop,High,Medium
1651,21.0,Male,2.83,5.38,2.66,6.86,87.0,91.0,Medium,Laptop,Medium,Medium
1652,21.0,Male,5.21,6.81,3.87,5.71,89.0,80.0,Medium,Mobile,High,Medium
1653,21.0,Female,4.64,5.93,3.32,6.58,94.0,92.0,Medium,Laptop,Medium,Medium
1654,20.0,Male,5.95,4.29,2.78,7.26,100.0,94.0,Medium,Laptop,Medium,Medium
1655,21.0,Male,2.96,8.58,5.96,7.47,74.0,80.0,High,Mobile,High,High
1656,20.0,Male,5.24,6.11,3.2,8.74,85.0,89.0,Medium,Mobile,High,Medium
1657,21.0,Female,4.28,10.1,6.35,7.25,80.0,88.0,Very High,Laptop,High,High
1658,22.0,Female,5.05,2.75,1.18,7.03,100.0,100.0,Low,Laptop,Low,Low
1659,19.0,Female,4.85,4.89,3.1,6.67,99.0,98.0,Medium,Mobile,Medium,Medium
1660,22.0,Male,3.7,6.07,3.1,6.86,82.0,90.0,Medium,Mobile,High,Medium
1661,22.0,Male,5.8,8.27,3.41,7.97,81.0,94.0,High,Mobile,High,Medium
1662,20.0,Male,4.12,6.8,3.46,6.71,83.0,96.0,Medium,Laptop,High,Medium
1663,18.0,Male,3.21,6.62,3.86,5.81,87.0,78.0,Medium,Mobile,High,Medium
1664,20.0,Male,4.32,3.75,1.63,7.05,94.0,95.0,Low,Mobile,Medium,Low
1665,22.0,Female,5.35,3.69,2.5,8.07,100.0,100.0,Low,Laptop,Medium,Medium
1666,20.0,Female,5.21,5.93,2.81,7.42,98.0,88.0,Medium,Mobile,Medium,Medium
1667,19.0,Female,3.72,3.27,2.22,7.39,100.0,99.0,Low,Laptop,Medium,Medium
1668,20.0,Male,7.04,4.94,3.02,7.76,100.0,92.0,Medium,Mobile,Medium,Medium
1669,22.0,Female,4.57,7.0,3.49,4.98,82.0,86.0,High,Mobile,High,Medium
1670,21.0,Male,5.65,4.04,2.09,7.48,100.0,97.0,Medium,Mobile,Medium,Medium
1671,20.0,Male,3.42,9.21,5.73,7.05,67.0,81.0,High,Tablet,High,High
1672,20.0,Female,3.79,8.45,4.9,5.84,77.0,86.0,High,Laptop,High,Medium
1673,20.0,Male,5.26,2.86,1.72,6.96,100.0,95.0,Low,Mobile,Low,Low
1674,19.0,Male,6.28,4.14,2.14,5.88,100.0,96.0,Medium,Tablet,Medium,Medium
1675,23.0,Male,5.86,1.43,0.78,9.0,100.0,100.0,Low,Laptop,Low,Low
1676,20.0,Female,5.89,4.43,3.09,6.74,97.0,95.0,Medium,Mobile,Medium,Medium
1677,22.0,Female,3.52,7.53,3.5,6.89,75.0,80.0,High,Mobile,High,Medium
1678,23.0,Male,4.98,5.17,2.72,7.65,100.0,99.0,Medium,Mobile,Medium,Medium
1679,22.0,Female,3.26,6.92,3.37,8.03,84.0,95.0,Medium,Laptop,High,Medium
1680,20.0,Male,6.87,2.96,1.86,7.48,100.0,100.0,Low,Laptop,Low,Low
1681,21.0,Male,3.02,7.6,4.78,6.25,70.0,84.0,High,Mobile,High,Medium
1682,20.0,Female,4.44,4.89,2.39,7.36,91.0,89.0,Medium,Mobile,Medium,Medium
1683,19.0,Female,4.12,6.02,2.55,8.02,74.0,87.0,Medium,Mobile,High,Medium
1684,21.0,Female,4.13,5.81,2.34,6.9,91.0,100.0,Medium,Mobile,Medium,Medium
1685,19.0,Male,6.13,3.46,1.83,6.74,100.0,97.0,Low,Mobile,Medium,Low
1686,22.0,Female,4.81,3.69,1.93,6.23,100.0,100.0,Low,Mobile,Medium,Low
1687,20.0,Female,5.59,7.94,5.53,5.63,78.0,79.0,High,Mobile,High,High
1688,21.0,Female,3.28,6.8,3.68,7.53,84.0,85.0,Medium,Tablet,High,Medium
1689,21.0,Male,4.07,8.1,3.86,6.32,79.0,84.0,High,Mobile,High,Medium
1690,20.0,Female,3.37,6.65,4.44,6.38,83.0,87.0,Medium,Mobile,High,Medium
1691,21.0,Female,4.92,6.29,3.44,6.37,89.0,89.0,Medium,Mobile,High,Medium
1692,20.0,Male,5.52,2.55,1.48,7.76,100.0,100.0,Low,Mobile,Low,Low
1693,22.0,Male,4.48,5.46,2.34,6.92,92.0,91.0,Medium,Laptop,Medium,Medium
1694,18.0,Male,5.94,5.95,3.06,6.79,95.0,92.0,Medium,Mobile,Medium,Medium
1695,21.0,Female,2.54,9.91,6.77,7.3,68.0,76.0,High,Mobile,High,High
1696,23.0,Female,4.79,7.37,4.25,7.96,88.40113941018767,89.0,High,Mobile,High,Medium
1697,19.0,Female,2.66,9.07,4.57,5.1,63.0,81.0,High,Mobile,High,Medium
1698,19.0,Female,4.28,7.2,4.23,7.02,88.0,94.0,High,Mobile,High,Medium
1699,21.0,Male,3.49,4.58,3.08,6.66,94.0,100.0,Medium,Laptop,Medium,Medium
1700,21.0,Male,3.64,6.23,3.0,6.76,90.0,85.0,Medium,Mobile,High,Medium
1701,21.0,Male,4.26,6.47,3.57,7.15,86.0,92.0,Medium,Laptop,High,Medium
1702,21.0,Male,7.24,4.12,2.83,7.21,100.0,96.0,Medium,Mobile,Medium,Medium
1703,21.0,Male,4.85,5.23,2.36,7.34,92.0,87.0,Medium,Mobile,Medium,Medium
1704,22.0,Male,6.61,5.59,3.44,7.62,92.0,96.0,Medium,Mobile,Medium,Medium
1705,21.0,Male,3.8,9.21,5.38,6.59,87.0,83.0,High,Tablet,High,High
1706,20.0,Male,5.28,1.84,1.11,7.31,100.0,100.0,Low,Mobile,Low,Low
1707,22.0,Male,5.62,8.41,4.25,6.01,86.0,82.0,High,Mobile,High,Medium
1708,23.0,Male,5.59,4.13,2.04,6.22,98.0,87.0,Medium,Mobile,Medium,Medium
1709,20.0,Male,4.55,3.26,1.97,6.86,100.0,93.0,Low,Laptop,Medium,Low
1710,19.0,Female,4.36,8.36,3.88,8.1,74.0,84.0,High,Mobile,High,Medium
1711,22.0,Female,3.71,7.46,3.92,6.07,77.0,79.0,High,Tablet,High,Medium
1712,20.0,Female,1.36,8.51,3.88,5.54,67.0,81.0,High,Laptop,High,Medium
1713,18.0,Male,5.14,7.6,3.06,6.94,81.0,85.0,High,Laptop,High,Medium
1714,22.0,Female,4.58,10.12,6.99,6.09,77.0,78.0,Very High,Mobile,High,High
1715,20.0,Female,6.37,7.12,3.77,6.62,94.0,92.0,High,Laptop,High,Medium
1716,20.0,Female,5.1,5.69,3.93,8.19,89.0,89.0,Medium,Mobile,Medium,Medium
1717,21.0,Male,3.99,6.69,2.96,7.3,89.0,87.0,Medium,Mobile,High,Medium
1718,21.0,Female,4.75,8.49,4.89,6.08,73.0,82.0,High,Tablet,High,Medium
1719,22.0,Female,5.99,4.44,2.04,6.97,100.0,96.0,Medium,Mobile,Medium,Medium
1720,20.0,Female,6.86,4.7,2.99,6.86,99.0,100.0,Medium,Tablet,Medium,Medium
1721,21.0,Female,4.63,5.38,3.42,7.82,82.0,98.0,Medium,Mobile,Medium,Medium
1722,20.0,Male,5.56,1.79,0.78,7.6,100.0,100.0,Low,Tablet,Low,Low
1723,22.0,Female,3.56,6.28,4.23,5.51,85.0,89.0,Medium,Mobile,High,Medium
1724,21.0,Male,6.28,2.23,1.02,7.72,100.0,100.0,Low,Laptop,Low,Low
1725,19.0,Female,2.61,6.11,3.57,5.75,79.0,89.0,Medium,Mobile,High,Medium
1726,22.0,Male,4.91,7.73,5.38,8.4,85.0,91.0,High,Mobile,High,High
1727,20.0,Male,5.49,5.05,3.36,6.42,99.0,97.0,Medium,Laptop,Medium,Medium
1728,22.0,Male,4.2,9.35,6.42,6.2,76.0,86.0,High,Laptop,High,High
1729,21.0,Female,5.54,3.08,1.55,7.79,97.0,100.0,Low,Mobile,Medium,Low
1730,23.0,Male,5.63,8.38,3.62,6.29,85.0,80.0,High,Mobile,High,Medium
1731,20.0,Female,5.14,7.35,3.36,6.5,86.0,93.0,High,Mobile,High,Medium
1732,20.0,Female,4.8,2.57,1.41,8.02,100.0,100.0,Low,Mobile,Low,Low
1733,20.0,Male,2.17,11.42,7.29,7.14,57.0,74.0,Very High,Mobile,High,High
1734,20.0,Male,3.48,5.87,2.61,7.64,86.0,97.0,Medium,Laptop,Medium,Medium
1735,22.0,Male,5.69,4.25,2.54,8.53,100.0,94.0,Medium,Mobile,Medium,Medium
1736,18.0,Female,4.14,3.19,1.59,6.72,100.0,100.0,Low,Mobile,Medium,Low
1737,19.0,Female,5.93,5.56,2.79,7.34,100.0,93.0,Medium,Tablet,Medium,Medium
1738,19.0,Male,6.16,5.75,3.44,7.17,100.0,93.0,Medium,Mobile,Medium,Medium
1739,22.0,Male,3.38,6.21,3.35,7.24,81.0,98.0,Medium,Mobile,High,Medium
1740,23.0,Female,4.46,5.4,3.48,8.22,85.0,91.0,Medium,Laptop,Medium,Medium
1741,20.0,Female,4.14,7.27,3.25,6.57,80.0,90.0,High,Laptop,High,Medium
1742,20.0,Female,5.79,5.22,3.33,6.83,94.0,94.0,Medium,Laptop,Medium,Medium
1743,21.0,Female,7.59,2.13,0.89,8.2,100.0,100.0,Low,Laptop,Low,Low
1744,22.0,Male,2.57,5.7,2.61,5.64,81.0,83.0,Medium,Mobile,Medium,Medium
1745,19.0,Male,5.54,1.27,0.76,7.76,100.0,100.0,Low,Mobile,Low,Low
1746,21.0,Male,3.97,6.71,4.4,6.75,76.0,90.0,Medium,Laptop,High,Medium
1747,22.0,Male,3.41,4.04,1.92,6.66,95.0,91.0,Medium,Mobile,Medium,Low
1748,21.0,Male,3.82,6.33,3.15,7.78,79.0,90.0,Medium,Mobile,High,Medium
1749,21.0,Male,4.22,8.63,4.84,5.62,74.0,78.0,High,Laptop,High,Medium
1750,22.0,Male,4.74,4.1,1.9,7.27,94.0,100.0,Medium,Laptop,Medium,Low
1751,18.0,Female,2.01,8.12,5.22,6.81,84.0,86.0,High,Mobile,High,High
1752,22.0,Female,8.21,5.13,3.24,8.26,99.0,97.0,Medium,Tablet,Medium,Medium
1753,20.0,Female,3.77,9.51,4.22,6.29,74.0,82.0,High,Laptop,High,Medium
1754,18.0,Female,4.85,5.27,2.84,7.89,96.0,100.0,Medium,Tablet,Medium,Medium
1755,21.0,Male,3.69,4.32,2.73,7.9,100.0,100.0,Medium,Tablet,Medium,Medium
1756,23.0,Female,4.4,7.37,3.69,6.82,84.0,81.0,High,Mobile,High,Medium
1757,20.0,Male,4.56,5.13,3.03,6.3,93.0,92.0,Medium,Laptop,Medium,Medium
1758,22.0,Female,2.74,4.32,1.79,6.19,97.0,89.0,Medium,Laptop,Medium,Low
1759,23.0,Male,3.5,5.04,2.94,7.28,98.0,94.0,Medium,Laptop,Medium,Medium
1760,22.0,Female,5.48,5.91,2.63,6.58,90.0,93.0,Medium,Laptop,Medium,Medium
1761,23.0,Male,6.03,8.68,5.63,7.2,79.0,78.0,High,Mobile,High,High
1762,22.0,Male,6.1,2.13,1.08,8.37,100.0,100.0,Low,Mobile,Low,Low
1763,21.0,Female,5.81,6.05,2.93,6.84,87.0,87.0,Medium,Mobile,High,Medium
1764,18.0,Male,3.94,5.93,4.73,5.82,83.0,89.0,High,Laptop,Medium,Medium
1765,20.0,Female,4.28,6.39,2.65,7.33,88.0,86.0,Medium,Laptop,High,Medium
1766,19.0,Female,5.02,8.62,4.47,5.66,85.0,76.0,High,Mobile,High,Medium
1767,24.0,Female,6.54,5.85,2.99,6.42,100.0,89.0,Medium,Mobile,Medium,Medium
1768,20.0,Female,6.17,5.63,2.73,6.29,87.0,94.0,Medium,Laptop,Medium,Medium
1769,21.0,Female,2.87,7.18,4.84,6.65,74.0,87.0,High,Mobile,High,Medium
1770,21.0,Male,4.36,6.2,3.88,7.9,95.0,90.0,Medium,Mobile,High,Medium
1771,21.0,Female,5.07,5.22,2.19,7.15,94.0,93.0,Medium,Mobile,Medium,Medium
