Student_ID,Age,Gender,Study_Hours,Screen_Time_Hours,Social_Media_Hours,Sleep_Hours,Productivity_Score,Cognitive_Test_Score,Stress_Level,Device_Type
708,23,Female,6.86,2.98,2.04,7.95,100.0,100.0,Low,Mobile
709,18,Male,3.89,6.37,4.35,5.82,83.0,93.0,Medium,Laptop
710,23,Male,3.09,6.91,4.38,7.29,76.0,88.0,Medium,Mobile
711,21,Male,3.41,9.41,5.46,6.01,75.0,84.0,High,Mobile
712,20,Female,3.91,4.46,2.39,7.97,95.0,100.0,Medium,Mobile
713,20,Female,5.47,3.44,1.74,8.28,100.0,99.0,Low,Laptop
714,21,Male,6.4,4.21,2.88,6.02,100.0,93.0,Medium,Mobile
715,20,Female,5.1,3.33,1.93,7.07,100.0,97.0,Low,Mobile
716,22,Female,3.88,8.67,4.97,5.78,73.0,79.0,High,Mobile
717,21,Male,3.46,9.1,4.27,4.93,68.0,78.0,High,Mobile
718,21,Male,5.27,6.64,2.75,6.05,93.0,90.0,Medium,Mobile
719,20,Female,2.97,8.44,5.77,8.47,77.0,85.0,High,Mobile
720,20,Female,1.78,6.27,3.1,7.43,76.0,85.0,Medium,Laptop
721,21,Female,5.12,5.81,3.1,8.57,99.0,97.0,Medium,Mobile
722,18,Female,5.89,5.33,2.32,7.8,100.0,99.0,Medium,Mobile
723,18,Female,5.22,5.38,3.5,6.53,93.0,96.0,Medium,Mobile
724,22,Male,4.66,2.9,1.18,7.31,,100.0,Low,Tablet
725,21,Female,2.98,6.53,4.25,7.36,86.0,89.0,Medium,Mobile
726,20,Female,5.12,5.92,2.62,7.37,95.0,100.0,Medium,Laptop
727,21,Female,4.22,7.49,4.99,6.24,87.0,83.0,High,Laptop
728,21,Male,4.29,,3.83,5.75,92.0,85.0,Medium,Laptop
729,20,Male,6.79,5.67,2.55,9.0,94.0,100.0,Medium,Laptop
730,19,Male,3.89,4.26,2.43,7.24,100.0,100.0,Medium,Mobile
731,21,Male,6.59,6.14,3.03,6.71,97.0,90.0,Medium,Laptop
732,19,Male,4.09,7.48,3.39,6.79,87.0,87.0,High,Mobile
733,21,Female,2.98,3.71,2.44,7.26,100.0,96.0,Low,Laptop
734,18,Female,4.23,6.17,3.21,7.06,84.0,91.0,Medium,Tablet
735,22,Male,5.51,6.47,3.36,7.94,93.0,86.0,Medium,Tablet
736,21,Female,4.49,4.56,2.06,7.19,94.0,97.0,Medium,Mobile
737,21,Male,3.08,4.82,2.48,6.31,98.0,97.0,Medium,Mobile
738,22,Male,4.16,6.46,4.27,6.78,90.0,93.0,Medium,Mobile
739,23,Male,4.15,3.73,1.9,7.08,94.0,95.0,Low,Mobile
740,22,Male,4.88,6.7,4.59,8.0,75.0,91.0,Medium,Mobile
741,18,Male,5.97,4.21,2.88,8.29,100.0,96.0,Medium,Mobile
742,19,Male,2.59,8.13,3.61,6.66,76.0,81.0,High,Tablet
743,20,Male,2.25,10.68,4.84,5.04,62.0,81.0,Very High,Mobile
744,21,Female,5.92,4.28,2.82,6.36,100.0,99.0,Medium,Laptop
745,21,Male,3.15,7.07,3.66,6.8,77.0,91.0,High,Mobile
746,19,Female,3.64,4.55,1.83,7.56,97.0,100.0,Medium,Laptop
747,21,Female,2.46,,3.9,6.28,74.0,85.0,High,Tablet
748,19,Female,5.68,3.47,2.01,7.12,100.0,95.0,Low,Mobile
749,20,Female,4.58,6.96,4.45,6.33,80.0,82.0,Medium,Mobile
750,18,Male,4.2,4.25,1.87,7.33,99.0,98.0,Medium,Mobile
751,19,Male,4.63,5.59,2.42,5.18,93.0,90.0,Medium,Tablet
752,18,Female,6.95,3.94,2.67,6.53,100.0,99.0,Low,Mobile
753,19,Male,2.84,7.64,4.78,6.17,83.0,84.0,High,Mobile
754,22,Female,2.66,4.33,2.5,8.3,90.0,98.0,Medium,Mobile
755,19,Female,4.72,7.1,4.48,6.13,95.0,83.0,High,Mobile
756,24,Female,4.57,5.31,2.81,7.28,98.0,90.0,Medium,Laptop
757,21,Female,3.72,5.77,3.62,7.23,86.0,100.0,Medium,Mobile
758,21,Female,5.19,6.3,3.22,7.98,95.0,93.0,Medium,Mobile
759,19,Female,5.96,4.48,2.12,8.31,100.0,93.0,Medium,Mobile
760,22,Male,1.72,6.42,3.97,6.87,77.0,91.0,Medium,Tablet
761,20,Female,2.8,9.06,4.76,6.01,75.0,75.0,High,Mobile
762,21,Male,7.75,4.44,3.08,6.78,100.0,96.0,Medium,Laptop
763,24,Male,4.5,8.34,4.21,6.34,79.0,82.0,High,Mobile
764,20,Female,4.41,9.0,6.09,6.05,,85.0,High,Laptop
765,22,Male,6.4,4.37,2.97,7.77,96.0,100.0,Medium,Tablet
766,19,Male,5.39,3.09,1.46,7.92,100.0,99.0,Low,Mobile
767,20,Male,5.28,6.6,4.22,7.35,,86.0,Medium,Mobile
768,23,Female,5.69,4.91,2.6,8.23,,97.0,Medium,Mobile
769,20,Male,4.02,9.74,6.58,7.74,76.0,86.0,High,Laptop
770,23,Female,4.09,6.07,3.25,7.09,82.0,91.0,Medium,Mobile
771,22,Male,5.19,4.4,2.74,8.2,97.0,93.0,Medium,Mobile
772,20,Female,4.48,3.71,2.0,7.18,100.0,91.0,Low,Mobile
773,21,Female,3.86,,3.83,7.51,77.0,87.0,High,Mobile
774,22,Male,3.44,4.86,2.23,8.08,85.0,100.0,Medium,Mobile
775,21,Male,3.52,6.09,3.21,7.79,84.0,89.0,Medium,Laptop
776,18,Male,3.59,7.91,4.96,6.69,70.0,86.0,High,Laptop
777,19,Female,3.66,5.03,2.93,6.66,85.0,89.0,Medium,Mobile
778,20,Female,3.92,5.91,3.58,5.9,86.0,88.0,Medium,Laptop
779,20,Female,4.31,5.97,2.89,6.97,94.0,95.0,Medium,Laptop
780,21,Male,4.57,7.37,4.01,7.95,85.0,89.0,High,Laptop
781,21,Female,5.29,7.18,2.97,6.52,87.0,81.0,High,Mobile
782,18,Female,4.08,,3.59,7.72,87.0,94.0,Medium,Mobile
783,21,Female,6.06,6.13,4.27,7.65,90.0,96.0,Medium,Laptop
784,21,Female,5.85,5.26,2.75,6.92,96.0,99.0,Medium,Laptop
785,21,Male,5.99,3.04,1.23,8.65,100.0,100.0,Low,Mobile
786,22,Male,4.53,6.52,2.94,4.57,84.0,86.0,Medium,Mobile
787,22,Female,3.75,9.78,5.83,5.27,76.0,73.0,High,Mobile
788,21,Female,6.46,4.23,2.47,6.62,94.0,100.0,Medium,Mobile
789,20,Female,6.43,4.45,2.83,6.65,100.0,89.0,Medium,Mobile
790,18,Male,6.62,4.26,2.03,7.62,96.0,100.0,Medium,Mobile
791,21,Male,4.11,7.45,4.69,6.94,83.0,77.0,High,Mobile
792,21,Male,4.9,6.9,4.18,7.14,82.0,82.0,Medium,Laptop
793,21,Male,6.21,5.68,2.82,7.54,94.0,92.0,Medium,Mobile
794,19,Female,4.3,4.16,2.34,6.61,95.0,100.0,Medium,Mobile
795,19,Female,4.06,6.18,2.75,5.99,85.0,89.0,Medium,Mobile
796,22,Male,5.46,2.87,1.54,7.94,100.0,100.0,Low,Mobile
797,20,Male,5.49,6.29,4.18,6.44,93.0,94.0,Medium,Mobile
798,22,Male,5.08,7.74,4.07,5.4,79.0,81.0,High,Laptop
799,21,Male,4.97,3.5,2.28,8.28,100.0,100.0,Low,Mobile
800,21,Female,3.61,2.93,1.69,8.73,99.0,100.0,Low,Laptop
801,22,Female,3.85,9.16,4.19,7.61,71.0,84.0,High,Laptop
802,20,Male,3.76,4.78,2.75,7.39,87.0,98.0,Medium,Laptop
803,21,Female,2.03,8.27,4.56,7.05,71.0,76.0,High,Laptop
804,20,Female,3.08,5.69,2.96,8.16,88.0,96.0,Medium,Laptop
805,20,Female,4.99,5.68,2.48,6.55,88.0,89.0,Medium,Mobile
806,20,Male,5.87,6.88,3.61,7.71,93.0,89.0,Medium,Tablet
807,21,Female,5.08,4.23,1.78,7.57,90.0,96.0,Medium,Mobile
808,20,Male,4.68,6.26,2.69,7.68,89.0,90.0,Medium,Mobile
809,22,Male,6.15,5.24,2.75,7.3,100.0,90.0,Medium,Mobile
810,19,Male,3.44,3.36,1.65,8.57,100.0,100.0,Low,Laptop
811,20,Male,4.92,6.67,4.52,7.04,88.0,88.0,Medium,Mobile
812,20,Male,4.65,5.47,2.8,5.92,91.0,90.0,Medium,Tablet
813,23,Male,5.27,5.69,3.57,8.22,83.0,95.0,Medium,Mobile
814,21,Male,4.65,3.58,2.0,6.73,100.0,100.0,Low,Laptop
815,22,Female,2.56,9.18,5.61,7.37,71.0,82.0,High,Mobile
816,18,Female,4.14,7.75,3.7,6.58,87.0,84.0,High,Mobile
817,21,Male,5.9,7.93,5.41,7.55,88.0,85.0,High,Mobile
818,22,Female,5.72,5.39,3.01,8.03,87.0,94.0,Medium,Mobile
819,21,Female,4.93,2.54,1.65,8.04,100.0,100.0,Low,Mobile
820,22,Female,1.72,9.91,5.05,6.62,63.0,79.0,High,Tablet
821,20,Male,2.52,5.88,2.53,7.36,82.0,94.0,Medium,Mobile
822,23,Female,6.53,4.5,2.71,5.69,100.0,92.0,Medium,Laptop
823,24,Female,3.1,6.83,2.75,6.93,79.0,89.0,Medium,Mobile
824,20,Female,3.41,8.33,4.52,5.64,,81.0,High,Mobile
825,20,Male,6.1,5.95,2.72,7.15,86.0,87.0,Medium,Mobile
826,23,Male,1.8,8.56,5.04,5.57,62.0,83.0,High,Mobile
827,23,Female,5.64,8.17,5.67,5.62,84.0,79.0,High,Laptop
828,20,Male,4.84,3.85,2.08,8.71,87.0,100.0,Low,Laptop
829,20,Male,3.53,4.65,3.0,8.13,94.0,89.0,Medium,Mobile
830,20,Male,3.63,7.92,4.37,6.61,77.0,85.0,High,Laptop
831,18,Female,5.26,0.57,0.31,8.23,100.0,100.0,Low,Mobile
832,19,Female,5.12,5.7,3.87,6.86,95.0,92.0,Medium,Laptop
833,19,Male,4.58,3.14,2.09,8.03,100.0,100.0,Low,Laptop
834,19,Female,2.49,5.05,3.21,6.65,95.0,95.0,Medium,Laptop
835,20,Male,4.42,5.4,2.64,7.91,81.0,91.0,Medium,Mobile
836,21,Female,3.09,5.28,2.98,6.94,91.0,95.0,Medium,Mobile
837,23,Female,5.08,4.9,2.29,6.88,97.0,100.0,Medium,Mobile
838,19,Female,3.73,3.81,2.03,7.46,100.0,99.0,Low,Tablet
839,22,Female,2.54,10.58,5.77,5.61,61.0,79.0,Very High,Tablet
840,20,Male,3.6,9.73,6.32,6.52,76.0,78.0,High,Mobile
841,20,Female,4.94,3.68,2.46,7.03,100.0,92.0,Low,Laptop
842,22,Male,3.85,9.16,4.8,6.74,73.0,78.0,High,Tablet
843,19,Female,5.56,5.2,2.11,8.13,100.0,90.0,Medium,Mobile
844,21,Female,3.03,6.26,4.12,6.37,85.0,91.0,Medium,Laptop
845,21,Female,4.46,5.87,2.65,6.92,83.0,92.0,Medium,Mobile
846,21,Male,0.9,4.68,2.75,7.63,82.0,100.0,Medium,Mobile
847,21,Female,4.21,7.97,3.25,6.26,80.0,86.0,High,Mobile
848,24,Male,4.06,6.25,3.25,7.32,86.0,95.0,Medium,Mobile
849,20,Male,3.6,5.05,3.51,7.63,93.0,100.0,Medium,Laptop
850,20,Female,5.66,3.39,1.46,8.39,93.0,96.0,Low,Mobile
851,20,Male,6.44,4.21,2.22,6.87,100.0,100.0,Medium,Mobile
852,20,Female,4.91,2.72,1.34,6.9,100.0,95.0,Low,Mobile
853,20,Male,3.36,6.02,4.04,6.75,85.0,85.0,Medium,Mobile
854,22,Male,5.42,3.61,2.39,6.7,97.0,96.0,Low,Mobile
855,23,Female,3.06,5.47,2.58,7.56,82.0,98.0,Medium,Mobile
856,20,Female,2.89,8.74,3.71,5.52,74.0,86.0,High,Mobile
857,19,Male,5.25,8.4,4.94,8.39,81.0,89.0,High,Laptop
858,21,Female,4.59,5.94,2.98,8.05,88.0,91.0,Medium,Tablet
859,20,Male,2.3,5.83,3.51,7.04,95.0,92.0,Medium,Mobile
860,21,Female,1.22,9.76,4.0,6.94,73.0,84.0,High,Laptop
861,21,Male,4.38,7.04,3.1,5.48,88.0,80.0,High,Tablet
862,18,Female,5.73,5.34,3.24,9.0,99.0,90.0,Medium,Laptop
863,23,Female,3.41,3.15,1.46,7.1,100.0,100.0,Low,Laptop
864,23,Female,4.8,6.79,4.46,6.75,83.0,88.0,Medium,Laptop
865,20,Male,5.6,7.66,3.2,5.18,86.0,88.0,High,Mobile
866,20,Female,7.14,4.74,2.2,7.64,100.0,98.0,Medium,Mobile
867,21,Female,4.72,6.58,4.6,6.0,94.0,85.0,Medium,Laptop
868,21,Female,5.33,5.27,2.79,7.23,95.0,92.0,Medium,Mobile
869,21,Male,2.05,5.63,3.44,6.64,97.0,93.0,Medium,Laptop
870,24,Female,8.51,1.02,0.46,7.13,100.0,100.0,Low,Laptop
871,20,Female,3.94,5.56,3.24,6.44,89.0,93.0,Medium,Mobile
872,19,Male,2.8,7.94,4.91,6.79,75.0,86.0,High,Laptop
873,18,Male,4.57,4.74,2.34,6.23,100.0,92.0,Medium,Mobile
874,19,Female,6.28,6.11,3.96,6.38,93.0,97.0,Medium,Laptop
875,20,Male,7.6,4.49,2.61,7.83,100.0,97.0,Medium,Mobile
876,23,Female,4.43,6.72,3.47,8.94,90.0,91.0,Medium,Tablet
877,20,Female,5.83,5.57,3.16,7.47,92.0,96.0,Medium,Mobile
878,21,Female,5.12,4.12,2.36,6.64,89.0,98.0,Medium,Laptop
879,20,Male,2.45,8.67,3.9,6.17,72.0,83.0,High,Tablet
880,22,Male,5.71,7.86,4.09,6.65,90.0,87.0,High,Mobile
881,24,Female,4.12,4.79,2.41,6.96,92.0,95.0,Medium,Laptop
882,20,Male,6.04,7.0,3.64,7.52,85.0,89.0,High,Mobile
883,20,Female,5.74,7.07,4.44,6.96,86.0,96.0,High,Laptop
884,22,Male,4.85,7.28,3.97,7.47,72.0,85.0,High,Mobile
885,22,Male,7.71,2.61,1.78,7.43,100.0,100.0,Low,Tablet
886,23,Male,6.58,8.01,3.91,7.66,86.0,79.0,High,Laptop
887,21,Female,4.63,4.86,2.55,7.09,87.0,99.0,Medium,Mobile
888,20,Female,3.75,5.28,3.36,6.37,83.0,95.0,Medium,Mobile
889,21,Male,0.68,11.28,6.36,7.69,67.0,77.0,Very High,Laptop
890,22,Male,7.01,6.6,3.72,5.42,95.0,84.0,Medium,Mobile
891,22,Male,4.2,5.23,2.18,6.56,84.0,100.0,Medium,Mobile
892,21,Female,7.19,1.59,0.83,7.38,100.0,100.0,Low,Mobile
893,22,Male,2.78,8.78,4.23,8.45,70.0,83.0,High,Mobile
894,22,Female,7.15,3.31,2.32,8.98,100.0,100.0,Low,Mobile
895,23,Male,4.26,3.99,1.97,8.6,100.0,95.0,Low,Laptop
896,21,Male,3.27,5.34,3.55,6.87,77.0,95.0,Medium,Laptop
897,20,Male,3.4,8.83,5.32,8.37,71.0,89.0,High,Laptop
898,21,Female,3.4,7.55,3.79,6.98,84.0,84.0,High,Mobile
899,22,Male,5.31,5.68,3.2,7.85,94.0,87.0,Medium,Mobile
900,19,Male,4.25,6.62,4.32,7.02,85.0,88.0,Medium,Mobile
901,21,Female,5.61,,3.19,7.2,95.0,90.0,Medium,Tablet
902,20,Female,4.07,6.28,2.81,6.74,92.0,83.0,Medium,Mobile
903,21,Male,3.66,6.15,3.09,6.8,89.0,94.0,Medium,Mobile
904,22,Male,3.22,7.94,3.97,7.1,86.0,82.0,High,Mobile
905,21,Female,6.37,7.93,3.27,6.91,82.0,91.0,High,Laptop
906,21,Male,4.47,6.99,4.05,6.78,87.0,86.0,Medium,Laptop
907,18,Female,2.34,5.28,3.47,8.35,84.0,96.0,Medium,Mobile
908,22,Female,3.43,7.48,3.85,4.33,73.0,76.0,High,Mobile
909,21,Male,4.67,5.82,3.62,7.44,90.0,88.0,Medium,Laptop
910,24,Male,7.36,3.84,2.26,8.01,100.0,97.0,Low,Mobile
911,20,Male,5.98,5.19,2.66,8.08,96.0,94.0,Medium,Laptop
912,21,Female,3.34,6.17,2.73,6.91,85.0,88.0,Medium,Laptop
913,21,Male,6.86,,4.79,6.8,83.0,85.0,High,Laptop
914,23,Male,4.57,5.63,3.7,7.86,90.0,94.0,Medium,Laptop
915,20,Female,6.72,3.58,2.17,8.68,100.0,96.0,Low,Laptop
916,21,Female,3.08,6.11,2.48,6.74,80.0,84.0,Medium,Tablet
917,21,Male,1.55,6.23,2.9,7.17,74.0,91.0,Medium,Mobile
918,21,Female,2.7,6.37,2.68,8.27,89.0,91.0,Medium,Mobile
919,20,Male,0.5,7.84,4.48,4.93,62.0,81.0,High,Laptop
920,21,Male,6.42,8.04,5.04,6.04,85.0,89.0,High,Mobile
921,22,Male,5.11,4.81,2.08,8.41,95.0,99.0,Medium,Tablet
922,19,Male,3.76,4.77,3.11,8.12,87.0,91.0,Medium,Mobile
923,21,Male,5.67,3.92,2.22,7.83,100.0,100.0,Low,Tablet
924,19,Male,4.31,7.4,4.49,6.36,79.0,77.0,High,Mobile
925,22,Female,4.38,8.9,6.15,5.71,79.0,75.0,High,Laptop
926,18,Female,6.14,5.37,2.28,6.65,100.0,91.0,Medium,Mobile
927,20,Female,4.3,5.52,3.7,8.33,96.0,93.0,Medium,Tablet
928,21,Male,2.57,8.93,3.91,5.91,69.0,84.0,High,Mobile
929,23,Male,5.19,7.01,3.63,6.88,92.0,89.0,High,Mobile
930,20,Male,5.2,6.87,4.5,6.22,80.0,81.0,Medium,Mobile
931,20,Female,5.33,3.62,2.43,8.15,96.0,100.0,Low,Tablet
932,23,Female,6.71,7.36,4.06,6.3,84.0,81.0,High,Mobile
933,18,Male,4.53,4.14,2.39,7.29,96.0,100.0,Medium,Laptop
934,18,Male,4.1,3.73,2.28,6.11,96.0,100.0,Low,Laptop
935,21,Male,5.21,5.31,3.45,5.85,100.0,83.0,Medium,Laptop
936,20,Male,4.04,4.83,2.11,7.24,88.0,95.0,Medium,Laptop
937,19,Male,5.23,5.56,3.58,6.03,92.0,93.0,Medium,Mobile
938,22,Female,4.36,3.12,1.7,9.0,98.0,98.0,Low,Laptop
939,21,Female,3.44,7.92,4.24,4.97,70.0,76.0,High,Laptop
940,20,Male,6.09,8.26,4.35,5.91,88.0,78.0,High,Mobile
941,19,Male,5.18,2.11,1.17,7.79,100.0,100.0,Low,Mobile
942,22,Female,2.95,7.96,5.44,6.32,75.0,85.0,High,Mobile
943,21,Male,6.39,4.38,2.47,6.44,100.0,93.0,Medium,Mobile
944,20,Male,2.73,7.71,5.29,5.89,78.0,81.0,High,Mobile
945,23,Male,3.71,5.86,2.66,6.24,85.0,92.0,Medium,Laptop
946,19,Male,5.17,6.06,3.74,6.76,93.0,90.0,Medium,Tablet
947,18,Male,5.74,5.63,3.62,8.64,88.0,94.0,Medium,Mobile
948,19,Female,5.24,8.42,5.08,6.58,90.0,78.0,High,Laptop
949,20,Male,4.35,3.52,2.05,8.44,93.0,98.0,Low,Mobile
950,21,Male,4.85,7.22,4.11,7.16,82.0,94.0,High,Mobile
951,20,Female,3.28,8.2,5.4,7.45,80.0,86.0,High,Laptop
952,21,Male,3.34,7.43,4.8,4.47,85.0,85.0,High,Tablet
953,19,Female,4.55,10.65,4.65,5.83,81.0,72.0,Very High,Mobile
954,23,Female,4.16,4.94,3.23,8.26,97.0,93.0,Medium,Mobile
955,20,Male,4.26,7.91,4.15,6.16,76.0,83.0,High,Mobile
956,22,Female,4.75,5.79,2.76,8.45,91.0,96.0,Medium,Mobile
957,21,Male,2.47,8.47,5.6,7.69,68.0,85.0,High,Laptop
958,21,Female,5.67,5.98,3.17,6.63,96.0,89.0,Medium,Laptop
959,21,Male,5.41,5.22,3.35,6.75,92.0,95.0,Medium,Laptop
960,21,Female,1.33,8.61,4.12,5.67,73.0,85.0,High,Mobile
961,21,Female,5.13,5.02,2.01,6.69,100.0,100.0,Medium,Tablet
962,22,Male,4.42,3.17,1.74,6.58,100.0,94.0,Low,Mobile
963,21,Female,6.13,4.97,2.14,7.55,100.0,93.0,Medium,Laptop
964,22,Female,2.39,7.24,4.53,5.59,86.0,83.0,High,Mobile
965,20,Female,3.24,8.78,4.24,6.93,76.0,77.0,High,Laptop
966,23,Male,4.87,6.22,3.32,7.46,89.0,96.0,Medium,Laptop
967,19,Female,3.77,8.64,3.68,5.14,,86.0,High,Tablet
968,23,Male,6.23,3.28,1.59,8.78,100.0,100.0,Low,Mobile
969,20,Male,2.94,5.11,3.24,7.59,82.0,94.0,Medium,Laptop
970,18,Male,6.66,5.42,2.41,7.72,95.0,100.0,Medium,Laptop
971,21,Male,5.2,5.77,3.43,6.44,91.0,89.0,Medium,Laptop
972,19,Female,6.08,6.17,4.17,7.46,100.0,93.0,Medium,Mobile
973,22,Male,5.14,7.38,4.46,7.63,85.0,91.0,High,Mobile
974,20,Female,4.75,5.11,3.29,7.1,91.0,95.0,Medium,Mobile
975,20,Male,2.87,6.28,2.72,8.55,76.0,100.0,Medium,Mobile
976,18,Male,3.85,5.91,2.81,7.05,84.0,94.0,Medium,Laptop
977,20,Male,6.96,4.15,2.77,8.28,98.0,100.0,Medium,Laptop
978,18,Male,6.23,5.77,3.55,7.28,100.0,90.0,Medium,Mobile
979,18,Male,3.84,5.71,3.38,7.53,90.0,94.0,Medium,Tablet
980,22,Male,1.22,5.67,3.4,5.73,79.0,87.0,Medium,Mobile
981,22,Female,4.23,6.06,3.18,7.28,83.0,100.0,Medium,Mobile
982,21,Male,4.11,6.15,2.54,6.38,88.0,93.0,Medium,Mobile
983,19,Male,4.46,5.14,3.27,6.49,93.0,90.0,Medium,Laptop
984,20,Male,4.37,8.55,5.16,7.89,75.0,86.0,High,Laptop
985,20,Female,6.25,3.66,1.98,7.3,100.0,95.0,Low,Mobile
986,19,Female,6.12,4.56,3.05,6.49,92.0,100.0,Medium,Laptop
987,23,Male,3.37,11.56,5.79,5.6,68.0,69.0,Very High,Mobile
988,22,Male,2.96,3.92,1.91,6.38,100.0,99.0,Low,Mobile
989,20,Male,4.9,3.29,2.18,8.69,100.0,100.0,Low,Mobile
990,21,Female,6.82,7.47,4.77,6.15,82.0,81.0,High,Mobile
991,21,Male,6.19,1.85,1.03,8.25,100.0,100.0,Low,Laptop
992,18,Male,5.08,5.53,2.43,8.18,89.0,91.0,Medium,Laptop
993,20,Male,3.64,10.29,4.78,5.74,70.0,67.0,Very High,Mobile
994,19,Male,5.93,2.91,1.74,8.04,100.0,97.0,Low,Mobile
995,19,Male,2.83,2.04,1.05,6.97,100.0,100.0,Low,Mobile
996,20,Female,5.11,3.0,1.95,9.0,100.0,100.0,Low,Mobile
997,23,Male,3.91,7.8,5.34,7.39,80.0,88.0,High,Mobile
998,21,Female,5.36,8.25,5.29,6.4,77.0,75.0,High,Mobile
999,20,Male,4.87,4.97,2.55,6.59,93.0,89.0,Medium,Laptop
1000,21,Male,2.11,7.37,4.69,6.63,74.0,87.0,High,Mobile
1001,23,Female,4.18,8.78,4.44,6.17,70.0,77.0,High,Mobile
1002,22,Male,2.46,,4.31,7.85,67.0,87.0,High,Tablet
1003,21,Female,3.19,5.51,2.26,6.12,88.0,90.0,Medium,Mobile
1004,20,Female,4.88,1.4,0.72,8.03,100.0,100.0,Low,Mobile
1005,22,Male,5.64,4.36,2.93,7.31,89.0,100.0,Medium,Mobile
1006,21,Female,6.27,,2.43,7.08,96.0,91.0,Medium,Mobile
1007,22,Male,5.24,5.48,2.53,7.02,99.0,89.0,Medium,Mobile
1008,21,Female,5.37,5.62,3.88,6.98,99.0,90.0,Medium,Mobile
1009,22,Male,4.4,8.24,3.36,7.25,74.0,86.0,High,Laptop
1010,20,Female,3.86,8.55,5.44,6.98,83.0,88.0,High,Laptop
1011,22,Male,5.44,5.66,2.81,7.4,84.0,97.0,Medium,Laptop
1012,21,Male,0.94,8.2,3.37,4.13,84.0,83.0,High,Mobile
1013,24,Female,4.42,6.72,4.54,7.1,79.0,90.0,Medium,Mobile
1014,19,Female,3.21,6.13,2.71,5.65,83.0,84.0,Medium,Mobile
1015,23,Female,5.35,7.81,4.42,7.16,84.0,82.0,High,Mobile
1016,21,Female,4.28,6.14,2.96,8.15,89.0,99.0,Medium,Mobile
1017,20,Female,3.3,10.12,4.25,5.44,60.0,78.0,Very High,Mobile
1018,20,Male,3.56,3.12,1.29,7.37,95.0,100.0,Low,Mobile
1019,20,Male,6.03,4.97,2.16,6.73,100.0,100.0,Medium,Mobile
1020,21,Male,5.33,5.75,2.42,8.04,100.0,92.0,Medium,Mobile
1021,21,Male,4.9,6.88,4.32,6.9,86.0,89.0,Medium,Mobile
1022,20,Male,2.76,8.54,4.66,7.87,74.0,86.0,High,Mobile
1023,20,Female,3.59,5.95,2.99,7.34,95.0,86.0,Medium,Mobile
1024,24,Male,5.62,3.16,1.66,7.76,100.0,100.0,Low,Mobile
1025,23,Female,3.16,7.69,5.22,6.72,82.0,87.0,High,Mobile
1026,21,Male,4.57,7.51,5.06,7.35,84.0,85.0,High,Mobile
1027,21,Male,3.07,2.12,1.3,6.39,97.0,97.0,Low,Mobile
1028,21,Male,3.92,5.99,3.99,7.07,80.0,90.0,Medium,Mobile
1029,21,Female,7.61,2.82,1.4,7.58,100.0,99.0,Low,Laptop
1030,19,Female,5.43,4.67,2.4,7.85,100.0,97.0,Medium,Mobile
1031,20,Female,5.24,4.19,2.45,7.21,97.0,97.0,Medium,Mobile
1032,18,Male,6.4,7.62,4.47,5.85,88.0,83.0,High,Mobile
1033,21,Female,1.63,6.23,3.39,6.96,87.0,93.0,Medium,Mobile
1034,21,Male,4.29,3.43,1.78,6.65,97.0,100.0,Low,Mobile
1035,20,Male,3.49,7.76,5.4,5.11,70.0,76.0,High,Tablet
1036,23,Male,6.39,3.13,2.02,8.16,100.0,94.0,Low,Laptop
1037,19,Male,5.35,6.66,3.53,7.33,97.0,83.0,Medium,Mobile
1038,18,Male,3.95,4.37,2.7,7.7,94.0,100.0,Medium,Laptop
1039,21,Female,5.92,5.27,2.53,8.19,100.0,100.0,Medium,Mobile
1040,22,Female,3.71,7.01,3.01,6.27,79.0,91.0,High,Mobile
1041,23,Male,5.64,7.04,3.56,5.65,86.0,85.0,High,Laptop
1042,20,Male,2.46,8.67,4.52,6.41,74.0,93.0,High,Mobile
1043,22,Male,4.4,5.84,2.36,6.75,91.0,93.0,Medium,Mobile
1044,20,Male,3.73,6.61,4.26,6.2,86.0,82.0,Medium,Laptop
1045,20,Female,6.03,5.12,2.6,7.11,98.0,90.0,Medium,Mobile
1046,22,Male,3.76,6.36,3.65,6.44,90.0,91.0,Medium,Tablet
1047,21,Female,4.19,6.88,2.9,5.36,92.0,87.0,Medium,Laptop
1048,18,Male,5.17,5.8,2.62,6.69,87.0,89.0,Medium,Laptop
1049,23,Female,6.24,2.39,1.59,6.81,100.0,98.0,Low,Mobile
1050,23,Male,5.37,6.66,3.88,7.05,89.0,91.0,Medium,Mobile
1051,20,Female,4.53,6.73,4.61,6.33,85.0,88.0,Medium,Laptop
1052,21,Male,4.41,4.64,3.25,8.16,93.0,100.0,Medium,Tablet
1053,21,Female,4.85,3.43,1.75,8.8,100.0,100.0,Low,Mobile
1054,21,Male,3.65,8.95,4.38,6.95,84.0,83.0,High,Tablet
1055,20,Male,4.51,6.98,4.59,5.56,89.0,86.0,Medium,Mobile
1056,19,Female,4.46,5.54,3.88,8.3,89.0,100.0,Medium,Mobile
1057,20,Female,5.2,3.73,2.2,8.71,100.0,99.0,Low,Mobile
1058,22,Female,3.17,4.36,2.78,7.34,94.0,95.0,Medium,Mobile
1059,21,Female,4.52,8.61,5.46,7.54,68.0,81.0,High,Laptop
1060,20,Female,4.63,6.28,3.18,6.5,98.0,92.0,Medium,Mobile
